COD_TAB;REST_CLAVE;MEMO_FIJO;MEMO_FIJ1,C,6
T03;44886105;CURSILLO (EL SIND. DE LA ARG. AGRO. EXPOR.);
T03;44886106;SEMINARIO (DIST. ASPEC. DE LA HA. CBA.);
T03;44886107;OPTATIVA (HISTORIA DEL PENSAMIENTO);
T03;44886108;OPTATIVA (HISTORIA DE ESPAÑA);
T03;44886109;OPTATIVA (HISTORIA DE LA CULTURA GRAL.);
T03;44886110;CURSILLO (HIST.CONTEMPORANEA DE JAPON);
T02;44893;PROFESORADO EN HISTORIA;
T03;44893041;PEDAGOGIA;
T03;44893043;DIDACTICA ESPECIAL;
T03;44893045;METODOLOGIA OBSERV.Y PRACTICA DE LA ENSEÑANZA;
T02;45178;LIC. EN CIENCIAS DE LA EDUCACION;
T03;45178001;INTRODUCCION A LA FILOSOFIA;
T03;45178002;INTRODUCCION A LA LITERATURA;
T03;45178003;PSICOLOGIA FUNDAMENTAL;
T03;45178004;INTRODUCCION A LA HISTORIA;
T03;45178005;HISTORIA DE LA CULTURA;
T03;45178006;HISTORIA DEL ARTE;
T03;45178007;ANTROPOLOGIA FILOSOFICA;
T03;45178008;METODOS DE APRENDIZAJE E INVESTIGACION;
T03;45178011;HISTORIA DE LA EDUCACION;
T03;45178012;FILOSOFIA DE LA EDUCACION;
T03;45178013;PSICOLOGIA DE LA EDUCACION;
T03;45178015;PSICOLOGIA EVOLUTIVA;
T03;45178018;SOCIOLOGIA GRAL Y SOCIOL.DE LA EDUCACION;
T03;45178019;HISTORIA DE LA EDUCACION ARGENTINA;
T03;45178020;POLITICA EDUCACIONAL Y LEGISLACION ESCOLAR;
T03;45178025;CORRIENTES PEDAGOGICAS CONTEMPORANEAS;
T03;45178026;METODOS Y TECNICAS DE INVESTIGACION EDUCATIVA;
T03;45178027;ADMINISTRACION Y ORGANIZACION ESCOLAR;
T03;45178028;SEMINARIO DE EVALUACION;
T03;45178030;PEDAGOGIA DIFERENCIAL;
T03;45178031;EDUCACION COMPARADA;
T03;45178035;TRABAJO FINAL;
T03;45178037;PRUEBA DE SUFICIENCIA DE IDIOMA ITALIANO;
T03;45178039;PRUEBA DE CAPACITACION IDIOMA INGLES;
T03;45178040;PRUEBA DE CAPACITACION IDIOMA FRANCES;
T03;45178041;PEDAGOGIA;
T03;45178042;DIDACTICA GENERAL;
T03;45178043;DIDACTICA ESPECIAL;
T03;45178044;ETICA PROFESIONAL;
T03;45178045;METODOLOGIA OBSERV.Y PRACT.DE LA ENSE#ANZA;
T03;45178072;PRUEBA DE SUFICIENCIA IDIOMA ALEMAN;
T02;45186;LICENCIATURA EN CIENCIAS DE LA EDUCACION;
T03;45186001;INTRODUCCION A LA FILOSOFIA;
T03;45186003;INTRODUCCION A LA PSICOLOGIA;
T03;45186011;HISTORIA DE LA EDUCACION;
T03;45186012;FILOSOFIA DE LA EDUCACION;
T03;45186013;PSICOLOGIA EDUCACIONAL;
T03;45186015;PSICOLOGIA EVOLUTIVA;
T03;45186018;SOCIOLOGIA GENERAL Y SOCIOLOGIA DE LA EDUCACION;
T03;45186020;POLITICA EDUCACIONAL Y LEGISLACION ESCOLAR;
T03;45186026;METODOS Y TECNICAS DE INVESTIGACION EDUCATIVA;
T03;45186027;ORGANIZACION Y ADMINISTRACION EDUCACIONAL;
T03;45186028;SEMINARIO DE EVALUACION;
T03;45186030;PEDAGOGIA ESPECIAL;
T03;45186031;EDUCACION COMPARADA;
T03;45186035;TRABAJO FINAL DE LICENCIATURA;
T03;45186037;PRUEBA DE SUFICIENCIA DE IDIOMA ITALIANO;
T03;45186039;PRUEBA DE SUFICIENCIA DE IDIOMA INGLES;
T03;45186040;PRUEBA DE SUFICIENCIA DE IDIOMA FRANCES;
T03;45186041;PEDAGOGIA;
T03;45186042;DIDACTICA GENERAL;
T03;45186046;INTROD.A LA LOGICA Y TEORIA DE LA CIENCIA;
T03;45186047;BIOLOGIA DEL CRECIMIENTO Y DEL DESARROLLO;
T03;45186049;ESTADISTICA APLICADA;
T03;45186050;DIDACTICA ESPECIAL NIVEL PRE Y PRIMARIO;
T03;45186051;TALLER I PROB.EDUC.DEL NIVEL PREPRIM.Y PRIM.;
T03;45186052;SEMINARIO DE REALIDAD SOCIAL Y EDUCAT.ARGENTINA;
T03;45186053;PSICOSOCIOLOGIA DE LOS GRUPOS E INSTITUC EDUCATIVA;
T03;45186054;DIDACTICA ESPEC.DEL NIVEL MED.Y SUPER.NO UNIVERSI;
T03;45186055;TALLER II PROB.EDUC.DEL NIV.MED.SUP.NO UNIV.;
T03;45186056;SEMINARIO DE PRACTICA DE LA INVESTIGACION;
T03;45186057;PLANEAMIENTO EDUCACIONAL;
T03;45186058;ECONOMIA  DE LA EDUCACION;
T03;45186059;SEMINARIO DE DISEÑO CURRICULAR;
T03;45186060;TECNOLOGIA EDUCATIVA;
T03;45186061;TEORIA Y MODELOS DE LA COMUNICACION;
T03;45186062;SEMIN.DE DISEÑO Y EVAL.DE PROY.DE TEC.EDUC.;
T03;45186063;SEMINARIO DE LENG.Y TECNOLOGIA DE LOS MEDIOS;
T03;45186064;PROBLEMATICA DE LA EDUCACION DE ADULTOS;
T03;45186065;FORMACION CONTINUA DE DOCENTES;
T03;45186066;SEMINARIO DE ALFABET.Y EDUCACION BASICA;
T03;45186067;SEMINARIO DE CAPACIT.Y DESARROLLO DE PERSONAL;
T03;45186068;ORIENTACION EDUCACIONAL;
T03;45186069;SEMINARIO DE TECNICAS DE EXPLORACION PSICOLOGICA;
T03;45186071;SEM.ECONOMIA POLITICA;
T03;45186072;PRUEBA DE SUFICIENCIA DE IDIOMA ALEMAN;
T03;45186073;SEMINARIO DE TEORIAS DE LA PERSONALIDAD;
T03;45186079;POLITICA SOC.DE LOS ESTADOS (OPTATIVA);
T03;45186080;OPTATIVA I;
T03;45186081;OPTATIVA II;
T03;45186082;TALLER III:PROB. EDUCAT.DEL NIVEL UNIVERSIT.;
T03;45186083;SEMINARIO I MEDIOS AUDIOVISUALES;
T03;45186084;REALIZACION AUDIOVISUAL;
T03;45186085;TECNICA DE GRABADO EDICION Y PROD. EN VIDEO;
T03;45186086;GUION;
T03;45186087;CINE Y NARRATIVA;
T03;45186088;INTRODUCCION A LA INFORMATICA;
T03;45186089; PERIODISMO III;
T03;45186090;COMUNICACION PUBLICITARIA;
T03;45186091;PERIODISMO IV;
T03;45186092;PSICOLOGIA SOCIAL. OPTATIVA DICTA ESC.PSICOLOGIA;
T03;45186093;PSICOPEDAGOGIA TEATRAL;
T03;45186094;PSICOPATOLOGIA OPTATIVA DICTA ESC. PSICOLOGIA;
T03;45186095;PSICOANALISIS. OPTATIVA DICTA ESC. PSICOLOGIA;
T03;45186096;PSICOLOGIA CLINICA;
T03;45186097;ORIENTACION VOCACIONAL;
T03;45186098;TECNICAS PSICOMETRICAS;
T03;45186099;PSIC.DE MASAS Y MEDIOS DE COMUNICACION SOCIAL;
T03;45186100;POLITICA SOCIAL;
T03;45186101;PLANEAMIENTO I;
T03;45186102; CURSO NIVELACION (CIENC. EDUCACION);
T03;45186103;ANALISIS Y CRITICA (DIC.ESC.ARTES);
T03;45186105;SEMINARIO DE LECTO-COMPRENSION DE IDIOMA INGLES;
T03;45186106;PRUEBA DE SUF.IDIOMA ITALIANO;
T03;45186132;PRUEBA DE SUF.IDIOMA FRANCES;
T03;45186133;TEORIA POLITICA;
T03;45186134;PROBLEMAS DE APRENDIZAJE.(OPT.)DIC ESC.PSIC.;
T02;45878;PROFESOR EN CIENCIAS DE LA EDUCACION;
T03;45878001;INTRODUCCION A LA FILOSOFIA;
T03;45878002;INTRODUCCION A LA LITERATURA;
T03;45878003;PSICOLOGIA FUNDAMENTAL;
T03;45878004;INTRODUCCION A LA HISTORIA;
T03;45878005;HISTORIA DE LA CULTURA;
T03;45878006;HISTORIA DEL ARTE;
T03;45878007;ANTROPOLOGIA FILOSOFICA;
T03;45878008;METODOS DE APRENDIZAJE E INVESTIGACION;
T03;45878011;HISTORIA DE LA EDUCACION;
T03;45878012;FILOSOFIA DE LA EDUCACION;
T03;45878013;PSICOLOGIA DE LA EDUCACION;
T03;45878015;PSICOLOGIA EVOLUTIVA;
T03;45878018;SOCIOLOGIA GRAL Y SOCIOLOGIA DE LA EDUCACION;
T03;45878019;HISTORIA DE LA EDUCACION ARGENTINA;
T03;45878020;POLITICA EDUCACIONAL Y LEGISLACION ESCOLAR;
T03;45878025;CORRIENTES PEDAGOGICAS CONTEMPORANEAS;
T03;45878026;METODOS Y TECNICA DE INVESTIGACION EDUCATIVA;
T03;45878027;ADMINISTRACION Y ORGANIZACION ESCOLAR;
T03;45878028;SEMINARIO DE EVALUACION;
T03;45878030;PEDAGOGIA DIFERENCIAL;
T03;45878031;EDUCACION COMPARADA;
T03;45878039;PRUEBA DE CAPACITACION IDIOMA INGLES;
T03;45878040;PRUEBA DE CAPACITACION IDIOMA FRANCES;
T03;45878041;PEDAGOGIA;
T03;45878042;DIDATICA GENERAL;
T03;45878043;DIDACTICA ESPECIAL;
T03;45878044;ETICA PROFESIONAL;
T03;45878045;METODOLOGIA OBSERV.Y PRACT.DE LA ENSE#ANZA;
T02;45886;PROFESOR EN CIENCIAS DE LA EDUCACION;
T03;45886001;INTRODUCCION A LA FILOSOFIA;
T03;45886003;INTRODUCCION A LA PSICOLOGIA;
T03;45886011;HISTORIA DE LA EDUCACION;
T03;45886012;FILOSOFIA DE LA EDUCACION;
T03;45886013;PSICOLOGIA EDUCACIONAL;
T03;45886015; PSICOLOGIA EVOLUTIVA;
T03;45886018;SOCIOLOGIA GRAL Y SOCIOLOGIA DE LA EDUCACION;
T03;45886019;HISTORIA DE LA EDUCACION ARGENTINA;
T03;45886020;POLITICA EDUCACIONAL Y LEGISLACION ESCOLAR;
T03;45886026;METODOS Y TECNICAS DE INVESTIGACION EDUCATIVA;
T03;45886027;ORGANIZACION Y ADMINISTRACION EDUCACIONAL;
T03;45886031;EDUCACION COMPARADA;
T03;45886041;PEDAGOGIA;
T03;45886042;DIDACTICA GENERAL;
T03;45886045;METODOLOGIA OBSERVACION Y PRACTIC.DE LA ENSEÑANZA;
T03;45886046;INTROD.A LA LOGICA Y TEORIA DE LA CIENCIA;
T03;45886047;BIOLOGIA DEL CRECIMIENTO Y DEL DESARROLLO;
T03;45886048;TEORIAS DEL APRENDIZAJE Y DE LA ENSEÑANZA;
T03;45886049;ESTADISTICA APLICADA;
T03;45886050;DIDACTICA ESPEC.DEL NIVEL PREPRIM.Y PRIMARIO;
T03;45886051;TALLER I(VIEJO) PROB.EDUC.DEL NIVEL PREPRIM.Y PRI;
T03;45886052;SEMINARIO DE REALID.SOCIAL Y EDUC.ARGENTINA;
T03;45886053;PSICOSOCIOLOGIA DE LOS GRUPOS E INSTIT.EDUCATIVAS;
T02;46178;LICENCIATURA EN PSICOLOGIA;
T03;46178001;INTRODUCCION A LA FILOSOFIA;
T03;46178002;INTRODUCCION A LA LITERATURA;
T03;46178003;PSICOLOGIA FUNDAMENTAL;
T03;46178004;INTRODUCCION A LA HISTORIA;
T03;46178005;HISTORIA DE LA CULTURA;
T03;46178006;HISTORIA DEL ARTE;
T03;46178007;ANTROPOLOGIA FILOSOFICA;
T03;46178008;METODOS DE APRENDIZAJE E INVESTIGACION;
T03;46178011;HISTORIA DE LA PSICOLOGIA;
T03;46178012;BIOLOGIA;
T03;46178013;ESTADISTICA APLICADA;
T03;46178014;NEUROANATOMIA Y NEUROFISIOLOGIA;
T03;46178018;PSICOLOGIA DINAMICA;
T03;46178019;PSICOLOGIA SOCIAL;
T03;46178020;FISIOLOGIA GENERAL Y PSICOFISIOLOGIA;
T03;46178021;PSICOLOGIA EDUCACIONAL;
T03;46178022;PSICOMETRIA;
T03;46178023;SEMINARIO DROGA Y ADICCION;
T03;46178025;TECNICAS PROYECTIVAS;
T03;46178026;TEORIA Y TECNICA DE GRUPO;
T03;46178027;TEORIAS DE LA PERSONALIDAD;
T03;46178028;PSICOPATOLOGIA GENERAL;
T03;46178029;PSICOLOGIA EXPERIMENTAL;
T03;46178030;PEDAGOGIA ESPECIAL;
T03;46178031;PSICOLOGIA CLINICA;
T03;46178032;PSICOLOGIA LABORAL;
T03;46178033;SOCIOLOGIA;
T03;46178034;SEMINARIO DE ORIENTACION Y SELECCION PROFESIONAL;
T03;46178035;SEMINARIO FINAL DE ESPECIALIZACION;
T03;46178036;PRUEBA DE SUFICIENCIA DEL IDIOMA PORTUGUES;
T03;46178037;PRUEBA DE SUFICIENCIA DE IDIOMA ITALIANO;
T03;46178038;PRUEBA DE SUFICIENCIA DE IDIOMA ALEMAN;
T03;46178039;PRUEBA DE SUFICIENCIA IDIOMA INGLES;
T03;46178040;PRUEBA DE SUFICIENCIA IDIOMA FRANCES;
T03;46178044;ETICA PROFESIONAL;
T03;46178045;METODOLOGIA OBSERV.Y PRACT.DE LA ENSE#ANZA;
T03;46178047;TEORIA DE LAS ENFERMEDADES MENTALES;
T03;46178049;PSICOLOGIA SANITARIA;
T03;46178051;PSICOLOGIA CRIMINOLOGICA;
T03;46178052;SEMINARIO DE RETARDO MENTAL;
T03;46178053;SEMINARIO DE DIAGNOSTICO NEUROPSICOLOGICO;
T03;46178054;SEMINARIO DE TERAPIA FAMILIAR SISTEMICA;
T03;46178055;SEM.DE CIRCUL.DEL DESEO EN LA CLIN.PSICOANAL.;
T03;46178056;TEMAS DE INVESTIG. EN PSIC.CLINICA DE NI|OS;
T03;46178057;SEMIN. DE PSICOFISIOLOGIA DE LA COMUNICACION;
T03;46178058;SEMINARIO DE TERAPIA GESTALTICA;
T03;46178059;SEMINARIO DE DELINCUENCIA JUVENIL;
T03;46178060;PSICOLOGIA EVOLUTIVA DEL ADULTO Y LA SENECTUD;
T03;46178061;ESTRATEGIAS DE INTERVENCION COMUNITARIA;
T03;46178062;SEM. PSICOFISIOLOGIA Y NEUROLINGUISTICA;
T03;46178063;CLINICA PSICOLOG. Y PSICOTERAPIA NI|OS Y ADULTOS;
T03;46178064;NEUROPSICOLOGIA;
T03;46178067;PSICOLOGIA DE MASAS Y MEDIOS DE COMUNICACION;
T03;46178068;PSICOLOGIA ORGANIZACIONAL;
T03;46178069;PROBLEMAS DE APRENDIZAJE;
T03;46178070;ANTROPOL.CULTURAL CONTEMP. Y LATINOAMERICANA;
T03;46178072;CRIMINOLOGIA CLINICA (ELECTIVA);
T03;46178073;PSICOLOGIA Y PENOLOGIA;
T03;46178075;SEMINARIO RORSCHACH AVANCES EN LA TECNICA;
T03;46178076;SEMINARIO DE SALUD MENTAL DE LOS TRABAJADORES;
T03;46178077;CLINICA DE LA PSICOSIS;
T03;46178078;INTERVENCION EN CRISIS;
T03;46178079;SEM.PSIC. PSICOPATOL. Y PSICOTERAP. DE PAREJA;
T03;46178080;PSICOANALISIS EXTENSION Y APLICACION;
T03;46178081;INVESTIGACIONES EN ALCOHOL;
T03;46178085;SEMINARIO DE DROGA Y ADICCION;
T03;46178086;SEMINARIO DE PSICOLINGUISTICA;
T03;46178087;PSICOTERAPIA PSICOANALITICA;
T03;46178088;ENTREVISTA PSICOLOGICA;
T03;46178089;SEMINARIO DE DISCAPACITADOS VISUALES I;
T03;46178090;SEMINARIO DE DERECHOS HUMANOS;
T03;46178091;RORSCHACH;
T03;46178092;SEMINARIO DE INTROD.A LA OBRA DE W. REICH;
T03;46178093;SEMINARIO DE PSICOFISIOLOGIA DEL LENGUAJE;
T03;46178094;SEMINARIO DE LAS HISTERIAS;
T03;46178095;SEMINARIO DE PSICOTERAPIA PSICOANALITICA;
T03;46178096;SEMINARIO DE TERCERA EDAD;
T03;46178097;SEM.ABORD.CUES.DE LA ANG.:LO SIN.C.DE HOFFMAN;
T03;46178098;SEMINARIO EL CUERPO : UN ENFOQUE PSICOFISIOLOGICO;
T03;46178099;SEMINARIO DE HISTERIA Y ESTRUCTURA;
T03;46178100;DEONTOLOGIA Y LEGISLACION PROFESIONAL;
T03;46178103;SEMINARIO PSICOTERAPIA NEUROSIS ENF.GESTALTIC;
T03;46178105;SEMINARIO   PSICOONCOLOGIA;
T03;46178107;CL.DEL NIÑO EN FLIA.UN ENF.SISTEM.(SEMINARIO);
T03;46178111;CIENCIA Y PSEUDOCIENCIA (SEMINARIO);
T03;46178112;SEMINARIO PSICODIAGNOSTICO DE NIÑOS;
T03;46178113;SEMINARIO COM.DIN.LOS TRAS.PSIQUI.PROC.EDUCAT;
T03;46178114;SEMINARIO PSIC. DE LAS NEU. UN ENF.GESTALTICO;
T03;46178120;SEMINARIO PSICOONCOLOGIA;
T03;46178121;SEMINARIO PSICOFISIOLOGIA DE LA SEXUALIDAD;
T03;46178124;SEMINARIO PSICOTERAPIA EXISTENCIAL;
T03;46178128;PRUEBA DE SUF.IDIOMA INGLES C.DE LECTO-COMPRENSION;
T03;46178130;PRUEBA DE SUF.IDIOMA PORTUGES C. LECTO-COMPRENSION;
T03;46178132;PRUEBA DE SUF.IDIOMA FRANCES C. LECTO-COMPRENSION;
T03;46178134;PRUEBA DE SUF.IDIOMA ALEMAN C. LECTO-COMPRENSION;
T03;46178137;SEMINARIO PSICOPATOLOGIA II;
T03;46178140;"SEMINARIO ""MATERIA Y CONCIENCIA"" Res.4/94";
T02;46186;LICENCIATURA EN PSICOLOGIA;
T03;46186003;INTRODUCCION A LA PSICOLOGIA;
T03;46186011;ESC.SIST.Y CORRIENTES DE LA PSICOL.CONTEMP.;
T03;46186012;BIOLOGIA EVOLUTIVA HUMANA;
T03;46186013;PSICOESTADISTICA (DESCRIPTIVA E INFERENCIAL);
T03;46186014;NEUROFISIOLOGIA Y PSICOFISIOLOGIA;
T03;46186015;PSICOLOGIA EVOLUTIVA DE LA NIÑEZ;
T03;46186018;PSICOANALISIS;
T03;46186019;PSICOLOGIA SOCIAL;
T03;46186021;PSICOLOGIA EDUCACIONAL;
T03;46186022;TECNICAS PSICOMETRICAS;
T03;46186023;SEMINARIO DROGA Y ADICCION;
T03;46186025;TECNICAS PROYECTIVAS;
T03;46186026;TEORIA Y TECNICAS DE GRUPO (ELECTIVA);
T03;46186028;PSICOPATOLOGIA;
T03;46186029;PSICOBIOLOGIA EXPERIMENTAL;
T03;46186030;PEDAGOGIA ESPECIAL;
T03;46186031;PSICOLOGIA CLINICA;
T03;46186032;PSICOLOGIA LABORAL;
T03;46186034;ORIENTACION VOCACIONAL Y OCUPAC.(ELECTIVA);
T03;46186035;TRABAJO FINAL DE LICENCIATURA;
T03;46186036;PRUEBA DE SUFICIENCIA DEL IDIOMA PORTUGUES;
T03;46186037;PRUEBA DE SUFICIENCIA DE IDIOMA ITALIANO;
T03;46186039;PRUEBA DE SUFICIENCIA DE IDIOMA INGLES;
T03;46186040;PRUEBA DE SUFICIENCIA DE IDIOMA FRANCES;
T03;46186046;PROBLEMAS EPISTEMOLOGICOS DE LA PSICOLOGIA I;
T03;46186047;TEORIA DE LAS ENFERMEDADES MENTALES;
T03;46186048;METODOLOGIA DE LA INVEST. PSICOLOGICA;
T03;46186049;PSICOLOGIA SANITARIA;
T03;46186051;PSICOLOGIA CRIMINOLOGICA;
T03;46186052;DEONTOLOGIA Y LEGISLACION PROFESIONAL;
T03;46186053;PRUEBA DE SUFICIENCIA DE IDIOMA ALEMAN;
T03;46186056;TEMAS DE INVEST.EN PSICOLOGIA CLINICA DE NI|O;
T03;46186058;PSICOLOGIA PREVENTIVA (ELECTIVA);
T03;46186060;PSICOL.EVOLUT.DEL ADUL.Y DE LA SEN.(ELECTIVA);
T03;46186061;SEMINARIO ELEC.ESTRATEGIAS DE INTERV.COMUNITARIA;
T03;46186062;PSICOPATOLOGIA II (ELECTIVA);
T03;46186063;CLINICA PSICOLOGICA Y PSICOTERAP.(NIÑOS Y ADULTOS);
T03;46186064;NEUROPSICOLOGIA (ELECTIVA);
T03;46186065;INTERCONSULTAS (ELECTIVA);
T03;46186066;PROBLEMAS SOCIOLOG.EN PSICOLOGIA (ELECTIVA);
T03;46186067;PSIC.DE MASAS Y MEDIOS DE COMUNIC.(ELECTIVA);
T03;46186068;PSICOLOGIA ORGANIZACIONAL (ELECTIVA);
T03;46186069;PROBLEMAS DE APRENDIZAJE (ELECTIVA);
T03;46186070;ANTROPOL.CULTURAL,CONTEMPOR.Y LATINOAMER.;
T03;46186071;PERIC.PS.Y ASES.EN EL DER.PUB.Y PRIV.(ELECT);
T03;46186072;CRIMINOLOGIA CLINICA (ELECTIVA);
T03;46186073;PSICOLOGIA Y PENOLOGIA  (ELECTIVA);
T03;46186074;PSICOLOGIA EVOLUT.DE LA ADOLESC.Y JUVENTUD;
T03;46186075;SEMINARIO RORSCHACH AVANCES EN LA TECNICA;
T03;46186076;LOGICA - ELECTIVA;
T03;46186077;CLINICA DE LA PSICOSIS;
T03;46186078;INTERVENCION EN CRISIS * ELECTIVA *;
T03;46186079;SEM.PSIC. PSICOPATOL. Y PSICOTERAP. DE PAREJA;
T03;46186080;PSICOANALISIS EXTENSION Y APLICACION;
T03;46186081;INVESTIGACIONES EN ALCOHOL;
T03;46186085;DROGA Y ADICCION;
T03;46186086;SEM.DE PSICOLINGUISTICA (EXTRA CURRICULAR);
T03;46186087;PSICOTERAPIA PSICOANALITICA;
T03;46186088;ENTREVISTA PSICOLOGICA;
T03;46186090;PSICOLOGIA Y DERECHOS HUMANOS;
T03;46186091;RORSCHACH;
T03;46186102;CURSO DE NIVELACION (DE PSICOLOGIA);
T03;46186103;SEMINARIO PSICOTERAPIA NEUROSIS ENF.GESTALTIC;
T03;46186104;SEMINARIO  CLINICA DE NIÑOS;
T03;46186105;SEMINARIO PSICODIAGNOSTICO DE NIÑOS;
T03;46186106;PSICOSOCIOLOGIA DE LOS GRUPOS E INSTITUCIONES;
T03;46186107;CLI.DEL NIÑO EN FLIA.UN ENF.SISTEM(SEMINARIO);
T03;46186108;CIENCIA Y PSEUDOCIENCIA (SEMINARIO);
T03;46186109;ANALISIS Y MODIFICACION DEL COMPORTAMIENTO;
T03;46186110;PAREJA Y FAMILIA (SEMINARIO);
T03;46186111;CIENCIA Y PSEUDOCIENCIA (SEMINARIO);
T03;46186112;SEMINARIO PSICODIAGNOSTICO DE NIÑOS;
T03;46186113;SEMINARIO COM.DIN.LOS TRAS.PSIQUI.INF.PROC;
T03;46186116;APORT.DE LA PSICOFARMACOLOG.AL EST.DE LA COND;
T03;46186118;PSICOLOGIA EN REHABILITACION;
T03;46186120;SEMINARIO PSICOONCOLOGIA;
T03;46186122;SEM.MOD.INTERDISCIPLINARIO EN INVESTIGACION;
T03;46186124;SEMINARIO PSICOTERAPIA EXISTENCIAL;
T03;46186128;PRUEBA DE SUF.IDIOMA INGLES C. DE LECTO-COMPR;
T03;46186129;PRUEBA DE SUF.IDIOMA ITALIANO C.DE LECTO-COMP;
T03;46186130;PRUEBA DE SUF.IDIOMA PORTUGUES C.DE LECTO-COM;
T03;46186132;PRUEBA DE SUF.IDIOMA FRANCES C.DE LECTO-COMPR;
T03;46186134;PRUEBA SUF. IDIOMA ALEMAN C. LECTO-COMPRENSIO;
T03;46186135;CONCEPTO DE LO MENTAL;
T03;46186137;SEM.PSICOPATOLOGIA II;
T03;46186138;SEM.LA TRANSFERENCIA UNA FUN.PARADOJAL;
T03;46186139;PSICOPEDAGOGIA TEATRAL (ELEC.)DIC.ESC.ARTES;
T03;46186140;SEMINARIO MATERIA Y CONCIENCIA  RES.4/94;
T03;46186143;SEMINARIO* LA SEXUALIDAD HUMANA;
T03;46186144;SEMINARIO - MATERIA Y CONCIENCIA;
T03;46186145;SEM.INT.A LA TEORIA PRAC. DEL PSICODRAMA;
T03;46186146;SEM.CLIN.PSICO.DESDE UNA PER. LACANIANA;
T03;46186147;ELEC.PSICOTERAPIA GESTALTICA;
T03;46186900;CLINICA NEUROLOGICA DIC. FAC. MEDICINA;
T02;46878;PROFESORADO EN PSICOLOGIA;
T03;46878001;INTRODUCCION A LA FILOSOFIA;
T03;46878002;INTRODUCCION A LA LITERATURA;
T03;46878003;PSICOLOGIA FUNDAMENTAL;
T03;46878004;INTRODUCCION A LA HISTORIA;
T03;46878005;HISTORIA DE LA CULTURA;
T03;46878006;HISTORIA DEL ARTE;
T03;46878007;ANTROPOLOGIA FILOSOFICA;
T03;46878008;METODOS DE APRENDIZAJE E INVESTIGACION;
T03;46878011;HISTORIA DE LA PSICOLOGIA;
T03;46878012;BIOLOGIA;
T03;46878013;ESTADISTICA APLICADA;
T03;46878014;NEUROANATOMIA Y NEUROFISIOLOGIA;
T03;46878015;PSICOLOGIA EVOLUTIVA;
T03;46878018;PSICOLOGIA DINAMICA;
T03;46878019;PSICOLOGIA SOCIAL;
T03;46878020;FISIOLOGIA GENERAL Y PSICOFISIOLOGIA;
T03;46878021;PSICOLOGIA EDUCACIONAL;
T03;46878022;PSICOMETRIA;
T03;46878025;TECNICAS PROYECTIVAS;
T03;46878026;TEORIA Y TECNICA DE GRUPO;
T03;46878027;TEORIAS DE LA PERSONALIDAD;
T03;46878028;PSICOPATOLOGIA GENERAL;
T03;46878029;PSICOLOGIA EXPERIMENTAL;
T03;46878031;PSICOLOGIA CLINICA;
T03;46878032;PSICOLOGIA LABORAL;
T03;46878033;SOCIOLOGIA;
T03;46878034;SEMINARIO DE ORIENTACION Y SELEC.PROFESIONAL;
T03;46878039;PRUEBA DE SUFICIENCIA IDIOMA INGLES;
T03;46878040;PRUEBA DE SUFICIENCIA IDIOMA FRANCES;
T03;46878041;PEDAGOGIA;
T03;46878042;DIDACTICA GENERAL;
T03;46878043;DIDACTICA ESPECIAL;
T03;46878044;ETICA PROFESIONAL;
T03;46878045;METODOLOGIA OBSERV.Y PRACT.DE LA ENSE#ANZA;
T02;46886;PROFESORADO EN PSICOLOGIA;
T03;46886003;INTRODUCCION A LA PSICOLOGIA;
T03;46886011;ESC. SISTEMAS Y CORRIENTES DE LA PSIC.CONTEM.;
T03;46886012;BIOLOGIA EVOLUTIVA HUMANA;
T03;46886013;PSICOESTADISTICA (DESCRIPTIVA E INFERENCIAL);
T03;46886014;NEUROFISIOLOGIA Y PSICOFISIOLOGIA;
T03;46886015;PSICOLOGIA EVOLUTIVA DE LA NIÑEZ;
T03;46886018;PSICOANALISIS;
T03;46886019;PSICOLOGIA SOCIAL;
T03;46886021;PSICOLOGIA EDUCACIONAL;
T03;46886022;TECNICAS PSICOMETRICAS;
T03;46886025;TECNICAS PROYECTIVAS;
T03;46886028;PSICOPATOLOGIA I;
T03;46886029;PSICOBIOLOGIA EXPERIMENTAL;
T03;46886031;PSICOLOGIA CLINICA;
T03;46886032;PSICOLOGIA LABORAL;
T03;46886043;DIDACTICA ESPECIAL;
T03;46886045;METODOLOGIA OBSERV.Y PRACTICA DE LA ENSE#ANZA;
T03;46886046;PROBLEMAS EPISTEMOLOGICOS DE LA PSICOLOGIA;
T03;46886048;METODOLOGIA DE LA INVESTIGACION PSICOLOGICA;
T03;46886049;PSICOLOGIA SANITARIA;
T03;46886050;POLITICA EDUCACIONAL;
T03;46886051;PSICOLOGIA CRIMINOLOGICA;
T03;46886070;ANTROPOLOGIA CULTURAL, CONTEMP.Y LATINOAMER.;
T02;48178;ARCHIVERO;
T03;48178001;INTRODUCCION A LA FILOSOFIA;
T03;48178002;INTRODUCCION A LA LITERATURA;
T03;48178003;PSICOLOGIA FUNDAMENTAL;
T03;48178004;INTRODUCCION A LA HISTORIA;
T03;48178005;HISTORIA DE LA CULTURA;
T03;48178006;HISTORIA DEL ARTE;
T03;48178007;ANTROPOLOGIA FILOSOFICA;
T03;48178008;METODOS DE APRENDIZAJE E INVESTIGACION;
T03;48178011;ARCHIVOLOGIA GENERAL;
T03;48178012;ORDENACION Y CLASIFICACION;
T03;48178013;INSTITUCIONES HISPANOAMERICANAS;
